# sentence-text: From the AP comes this story :
21	.	.	PUNCT	9

# sentence-text: The US lost yet another helicopter to hostile fire near Habbaniyah in the Sunni heartland, but this time the crew was safe.
1	The	the	DET	2
2	US	US	PROPN	3
3	lost	lose	VERB	0
4	yet	yet	ADV	6
5	another	another	DET	6
6	helicopter	helicopter	NOUN	3
7	to	to	ADP	9
8	hostile	hostile	ADJ	9
9	fire	fire	NOUN	3
10	near	near	ADP	11
11	Habbaniyah	Habbaniyah	PROPN	9
12	in	in	ADP	15
13	the	the	DET	15
14	Sunni	sunni	ADJ	15
15	heartland	heartland	NOUN	11
16	,	,	PUNCT	3
17	but	but	CONJ	3
18	this	this	DET	19
19	time	time	NOUN	23
20	the	the	DET	21
21	crew	crew	NOUN	23
22	was	be	VERB	23
23	safe	safe	ADJ	3
24	.	.	PUNCT	3

# sentence-text: In Fallujah, hundreds of demonstrators came out against US troops when they briefly arrested a yound newlywed bride.
1	In	in	ADP	2
2	Fallujah	Fallujah	PROPN	7
3	,	,	PUNCT	7
4	hundreds	hundred	NOUN	7
5	of	of	ADP	6
6	demonstrators	demonstrator	NOUN	4
7	came	come	VERB	0
8	out	out	ADV	7
9	against	against	ADP	11
10	US	US	PROPN	11
11	troops	troops	NOUN	7
12	when	when	ADV	15
13	they	they	PRON	15
14	briefly	briefly	ADV	15
15	arrested	arrest	VERB	7
16	a	a	DET	19
17	yound	yound	ADJ	19
18	newlywed	newlywed	ADJ	19
19	bride	bride	NOUN	15
20	.	.	PUNCT	7

# sentence-text: (I hope that the US army got an enormous amount of information from her relatives, because otherwise this move was a bad, bad tradeoff).
1	(	(	PUNCT	3
2	I	I	PRON	3
3	hope	hope	VERB	0
4	that	that	SCONJ	8
5	the	the	DET	7
6	US	US	PROPN	7
7	army	army	NOUN	8
8	got	get	VERB	3
9	an	a	DET	11
10	enormous	enormous	ADJ	11
11	amount	amount	NOUN	8
12	of	of	ADP	13
13	information	information	NOUN	11
14	from	from	ADP	16
15	her	she	PRON	16
16	relatives	relative	NOUN	8
17	,	,	PUNCT	3
18	because	because	SCONJ	27
19	otherwise	otherwise	ADV	27
20	this	this	DET	21
21	move	move	NOUN	27
22	was	be	VERB	27
23	a	a	DET	27
24	bad	bad	ADJ	27
25	,	,	PUNCT	27
26	bad	bad	ADJ	27
27	tradeoff	tradeoff	NOUN	3
28	)	)	PUNCT	3
29	.	.	PUNCT	3

# sentence-text: The US troops fired into the hostile crowd, killing 4.
1	The	the	DET	3
2	US	US	PROPN	3
3	troops	troops	NOUN	4
4	fired	fire	VERB	0
5	into	into	ADP	8
6	the	the	DET	8
7	hostile	hostile	ADJ	8
8	crowd	crowd	NOUN	4
9	,	,	PUNCT	4
10	killing	kill	VERB	4
11	4	4	NUM	10
12	.	.	PUNCT	4

# sentence-text: It seems clear to me that the manhunt for high Baath officials in the Sunni heartland is being done wrong, or at least in ways that are bad for US standing with local Iraqis.
1	It	it	PRON	2
2	seems	seem	VERB	0
3	clear	clear	ADJ	2
4	to	to	ADP	5
5	me	I	PRON	2
6	that	that	SCONJ	19
7	the	the	DET	8
8	manhunt	manhunt	NOUN	19
9	for	for	ADP	12
10	high	high	ADJ	12
11	Baath	Baath	PROPN	12
12	officials	official	NOUN	8
13	in	in	ADP	16
14	the	the	DET	16
15	Sunni	sunni	ADJ	16
16	heartland	heartland	NOUN	8
17	is	be	AUX	19
18	being	be	AUX	19
19	done	do	VERB	2
20	wrong	wrong	ADV	19
21	,	,	PUNCT	20
22	or	or	CONJ	20
23	at	at	ADV	26
24	least	least	ADV	23
25	in	in	ADP	26
26	ways	way	NOUN	20
27	that	that	PRON	29
28	are	be	VERB	29
29	bad	bad	ADJ	26
30	for	for	ADP	32
31	US	US	PROPN	32
32	standing	standing	NOUN	29
33	with	with	ADP	35
34	local	local	ADJ	35
35	Iraqis	Iraqis	PROPN	32
36	.	.	PUNCT	2

# sentence-text: Google has finally had an analyst day -- a chance to present the company's story to the (miniscule number of) people who haven't heard it.
1	Google	Google	PROPN	4
2	has	have	AUX	4
3	finally	finally	ADV	4
4	had	have	VERB	0
5	an	a	DET	7
6	analyst	analyst	NOUN	7
7	day	day	NOUN	4
8	--	--	PUNCT	7
9	a	a	DET	10
10	chance	chance	NOUN	7
11	to	to	PART	12
12	present	present	VERB	10
13	the	the	DET	14
14	company	company	NOUN	16
15	's	's	PART	14
16	story	story	NOUN	12
17	to	to	ADP	21
18	the	the	DET	21
19	(	(	PUNCT	21
20	miniscule	miniscule	ADJ	21
21	number	number	NOUN	12
22	of	of	ADP	24
23	)	)	PUNCT	24
24	people	people	NOUN	21
25	who	who	PRON	28
26	have	have	AUX	28
27	n't	not	PART	28
28	heard	hear	VERB	24
29	it	it	PRON	28
30	.	.	PUNCT	4

# sentence-text: Usually, these are just a chance for the suckups to suck up, but this time people are actually concerned about the company's plans.
1	Usually	usually	ADV	7
2	,	,	PUNCT	7
3	these	these	PRON	7
4	are	be	VERB	7
5	just	just	ADV	7
6	a	a	DET	7
7	chance	chance	NOUN	0
8	for	for	SCONJ	12
9	the	the	DET	10
10	suckups	suckup	NOUN	12
11	to	to	PART	12
12	suck	suck	VERB	7
13	up	up	ADP	12
14	,	,	PUNCT	7
15	but	but	CONJ	7
16	this	this	DET	17
17	time	time	NOUN	21
18	people	people	NOUN	21
19	are	be	VERB	21
20	actually	actually	ADV	21
21	concerned	concerned	ADJ	7
22	about	about	ADP	26
23	the	the	DET	24
24	company	company	NOUN	26
25	's	's	PART	24
26	plans	plan	NOUN	21
27	.	.	PUNCT	7

# sentence-text: They work on Wall Street, after all, so when they hear a company who's stated goals include "Don't be evil," they imagine a company who's eventually history will be "Don't be profitable."
1	They	they	PRON	2
2	work	work	VERB	0
3	on	on	ADP	5
4	Wall	Wall	PROPN	5
5	Street	Street	PROPN	2
6	,	,	PUNCT	2
7	after	after	ADV	8
8	all	all	ADV	2
9	,	,	PUNCT	2
10	so	so	ADV	28
11	when	when	ADV	13
12	they	they	PRON	13
13	hear	hear	VERB	28
14	a	a	DET	15
15	company	company	NOUN	13
16	who's	who's	PRON	18
17	stated	state	VERB	18
18	goals	goal	NOUN	19
19	include	include	VERB	15
20	"	"	PUNCT	19
21	Do	do	AUX	24
22	n't	not	PART	24
23	be	be	VERB	24
24	evil	evil	ADJ	19
25	,	,	PUNCT	28
26	"	"	PUNCT	28
27	they	they	PRON	28
28	imagine	imagine	VERB	2
29	a	a	DET	30
30	company	company	NOUN	28
31	who's	who's	PRON	33
32	eventually	eventually	ADJ	33
33	history	history	NOUN	35
34	will	will	AUX	35
35	be	be	VERB	30
36	"	"	PUNCT	35
37	Do	do	AUX	40
38	n't	not	PART	40
39	be	be	VERB	40
40	profitable	profitable	ADJ	35
41	.	.	PUNCT	2
42	"	"	PUNCT	2

# sentence-text: It's not quite as freewheeling an environment as you'd imagine: Sergey Brin has actually created a mathematical 'proof' that the company's self-driven research strategy, which gives employees one day a week to do research projects on their own, is a good, respectable idea .
1	It	it	PRON	8
2	's	be	VERB	8
3	not	not	PART	8
4	quite	quite	ADV	5
5	as	as	ADV	6
6	freewheeling	freewheeling	ADJ	8
7	an	a	DET	8
8	environment	environment	NOUN	0
9	as	as	SCONJ	12
10	you	you	PRON	12
11	'd	would	AUX	12
12	imagine	imagine	VERB	5
13	:	:	PUNCT	8
14	Sergey	Sergey	PROPN	15
15	Brin	Brin	PROPN	18
16	has	have	AUX	18
17	actually	actually	ADV	18
18	created	create	VERB	8
19	a	a	DET	22
20	mathematical	mathematical	ADJ	22
21	'	'	PUNCT	22
22	proof	proof	NOUN	18
23	'	'	PUNCT	22
24	that	that	SCONJ	54
25	the	the	DET	26
26	company	company	NOUN	32
27	's	's	PART	26
28	self	self	NOUN	30
29	-	-	PUNCT	30
30	driven	drive	VERB	32
31	research	research	NOUN	32
32	strategy	strategy	NOUN	54
33	,	,	PUNCT	32
34	which	which	PRON	35
35	gives	give	VERB	32
36	employees	employee	NOUN	35
37	one	one	NUM	38
38	day	day	NOUN	35
39	a	a	DET	40
40	week	week	NOUN	38
41	to	to	PART	42
42	do	do	VERB	38
43	research	research	NOUN	44
44	projects	project	NOUN	42
45	on	on	ADP	47
46	their	they	PRON	47
47	own	own	ADJ	42
48	,	,	PUNCT	54
49	is	be	VERB	54
50	a	a	DET	54
51	good	good	ADJ	54
52	,	,	PUNCT	54
53	respectable	respectable	ADJ	54
54	idea	idea	NOUN	22
55	.	.	PUNCT	8

# sentence-text: Read the entire article; there's a punchline, too.
1	Read	read	VERB	0
2	the	the	DET	4
3	entire	entire	ADJ	4
4	article	article	NOUN	1
5	;	;	PUNCT	1
6	there	there	PRON	7
7	's	be	VERB	1
8	a	a	DET	9
9	punchline	punchline	NOUN	7
10	,	,	PUNCT	7
11	too	too	ADV	7
12	.	.	PUNCT	1

# sentence-text: My opinion piece on the implications of Arafat's passing for al-Qaeda has appeared at Newsday.
1	My	my	PRON	3
2	opinion	opinion	NOUN	3
3	piece	piece	NOUN	16
4	on	on	ADP	6
5	the	the	DET	6
6	implications	implication	NOUN	3
7	of	of	ADP	10
8	Arafat	Arafat	PROPN	10
9	's	's	PART	8
10	passing	passing	NOUN	6
11	for	for	ADP	14
12	al	al	PROPN	14
13	-	-	PUNCT	14
14	Qaeda	Qaeda	PROPN	6
15	has	have	AUX	16
16	appeared	appear	VERB	0
17	at	at	ADP	18
18	Newsday	Newsday	PROPN	16
19	.	.	PUNCT	16

# sentence-text: Excerpt:
1	Excerpt	excerpt	NOUN	0
2	:	:	PUNCT	1

# sentence-text: "Arafat's secular nationalism was supple enough to compromise with Israel and to imagine a two-state solution, even if the road of negotiations remained rocky.
1	"	"	PUNCT	8
2	Arafat	Arafat	PROPN	5
3	's	's	PART	2
4	secular	secular	ADJ	5
5	nationalism	nationalism	NOUN	8
6	was	be	VERB	8
7	supple	supple	ADJ	8
8	enough	enough	ADJ	0
9	to	to	PART	10
10	compromise	compromise	VERB	7
11	with	with	ADP	12
12	Israel	Israel	PROPN	10
13	and	and	CONJ	10
14	to	to	PART	15
15	imagine	imagine	VERB	10
16	a	a	DET	20
17	two	two	NUM	19
18	-	-	PUNCT	19
19	state	state	NOUN	20
20	solution	solution	NOUN	15
21	,	,	PUNCT	15
22	even	even	ADV	28
23	if	if	SCONJ	28
24	the	the	DET	25
25	road	road	NOUN	28
26	of	of	ADP	27
27	negotiations	negotiation	NOUN	25
28	remained	remain	VERB	15
29	rocky	rocky	ADJ	28
30	.	.	PUNCT	8

# sentence-text: The continued Israeli colonization of the occupied Palestinian territories during the 1990s helped, along with terrorist attacks by radical groups such as Hamas, to derail the peace process, which Sharon had always opposed.
1	The	the	DET	4
2	continued	continue	VERB	4
3	Israeli	israeli	ADJ	4
4	colonization	colonization	NOUN	13
5	of	of	ADP	9
6	the	the	DET	9
7	occupied	occupy	VERB	9
8	Palestinian	Palestinian	PROPN	9
9	territories	territories	PROPN	4
10	during	during	ADP	12
11	the	the	DET	12
12	1990s	1990	NOUN	4
13	helped	help	VERB	0
14	,	,	PUNCT	13
15	along	along	ADP	18
16	with	with	ADP	18
17	terrorist	terrorist	ADJ	18
18	attacks	attack	NOUN	13
19	by	by	ADP	21
20	radical	radical	ADJ	21
21	groups	group	NOUN	18
22	such	such	ADJ	24
23	as	as	ADP	22
24	Hamas	Hamas	PROPN	21
25	,	,	PUNCT	13
26	to	to	PART	27
27	derail	derail	VERB	13
28	the	the	DET	30
29	peace	peace	NOUN	30
30	process	process	NOUN	27
31	,	,	PUNCT	30
32	which	which	PRON	36
33	Sharon	Sharon	PROPN	36
34	had	have	AUX	36
35	always	always	ADV	36
36	opposed	oppose	VERB	30
37	.	.	PUNCT	13

# sentence-text: Arafat's death creates a vacuum in Palestinian leadership that will not soon be filled.
1	Arafat	Arafat	PROPN	3
2	's	's	PART	1
3	death	death	NOUN	4
4	creates	create	VERB	0
5	a	a	DET	6
6	vacuum	vacuum	NOUN	4
7	in	in	ADP	9
8	Palestinian	palestinian	ADJ	9
9	leadership	leadership	NOUN	6
10	that	that	PRON	15
11	will	will	AUX	15
12	not	not	PART	15
13	soon	soon	ADV	15
14	be	be	AUX	15
15	filled	fill	VERB	6
16	.	.	PUNCT	4

# sentence-text: Sharon's assassination of major Hamas leaders has also weakened authority structures in that party.
1	Sharon	Sharon	PROPN	3
2	's	's	PART	1
3	assassination	assassination	NOUN	10
4	of	of	ADP	7
5	major	major	ADJ	7
6	Hamas	Hamas	PROPN	7
7	leaders	leader	NOUN	3
8	has	have	AUX	10
9	also	also	ADV	10
10	weakened	weaken	VERB	0
11	authority	authority	NOUN	12
12	structures	structure	NOUN	10
13	in	in	ADP	15
14	that	that	DET	15
15	party	party	NOUN	12
16	.	.	PUNCT	10

# sentence-text: If the Israelis and the Palestinian leadership cannot find a way to reinvigorate the peace process, cells of radical young Palestinians may grow up that look to bin Laden for their cues.
1	If	if	SCONJ	10
2	the	the	DET	3
3	Israelis	Israelis	PROPN	10
4	and	and	CONJ	3
5	the	the	DET	7
6	Palestinian	palestinian	ADJ	7
7	leadership	leadership	NOUN	3
8	can	can	AUX	10
9	not	not	PART	10
10	find	find	VERB	25
11	a	a	DET	12
12	way	way	NOUN	10
13	to	to	PART	14
14	reinvigorate	reinvigorate	VERB	12
15	the	the	DET	17
16	peace	peace	NOUN	17
17	process	process	NOUN	14
18	,	,	PUNCT	25
19	cells	cell	NOUN	25
20	of	of	ADP	23
21	radical	radical	ADJ	23
22	young	young	ADJ	23
23	Palestinians	Palestinians	PROPN	19
24	may	may	AUX	25
25	grow	grow	VERB	0
26	up	up	ADP	25
27	that	that	PRON	28
28	look	look	VERB	23
29	to	to	ADP	31
30	bin	bin	PROPN	31
31	Laden	Laden	PROPN	28
32	for	for	ADP	34
33	their	they	PRON	34
34	cues	cue	NOUN	28
35	.	.	PUNCT	25

# sentence-text: Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remains among the best recruiting posters for al-Qaida with young Muslim men.
1	Even	even	ADV	6
2	if	if	SCONJ	6
3	local	local	ADJ	5
4	Palestinian	palestinian	ADJ	5
5	leaders	leader	NOUN	6
6	remain	remain	VERB	22
7	strong	strong	ADJ	8
8	enough	enough	ADJ	6
9	to	to	PART	10
10	keep	keep	VERB	7
11	al	al	PROPN	13
12	-	-	PUNCT	13
13	Qaida	Qaida	PROPN	10
14	out	out	ADV	10
15	,	,	PUNCT	22
16	the	the	DET	21
17	festering	fester	VERB	21
18	Israeli	israeli	ADJ	20
19	-	-	PUNCT	20
20	Palestinian	palestinian	ADJ	21
21	struggle	struggle	NOUN	22
22	remains	remain	VERB	0
23	among	among	ADP	27
24	the	the	DET	27
25	best	best	ADJ	27
26	recruiting	recruiting	NOUN	27
27	posters	poster	NOUN	22
28	for	for	ADP	31
29	al	al	PROPN	31
30	-	-	PUNCT	31
31	Qaida	Qaida	PROPN	27
32	with	with	ADP	35
33	young	young	ADJ	35
34	Muslim	muslim	ADJ	35
35	men	man	NOUN	22
36	.	.	PUNCT	22

# sentence-text: Resolving this conflict would be the most effective weapon the United States could deploy in its war on terror."
1	Resolving	resolve	VERB	9
2	this	this	DET	3
3	conflict	conflict	NOUN	1
4	would	would	AUX	9
5	be	be	VERB	9
6	the	the	DET	9
7	most	most	ADV	8
8	effective	effective	ADJ	9
9	weapon	weapon	NOUN	0
10	the	the	DET	12
11	United	United	PROPN	12
12	States	States	PROPN	14
13	could	could	AUX	14
14	deploy	deploy	VERB	9
15	in	in	ADP	17
16	its	its	PRON	17
17	war	war	NOUN	14
18	on	on	ADP	19
19	terror	terror	NOUN	17
20	.	.	PUNCT	9
21	"	"	PUNCT	9

# sentence-text: Xinhua reports that a wide range of Iraqi political forces on Tuesday condemned Sharon's murder of Sheikh Ahmed Yassin, a religious leader of Hamas, the day before.
1	Xinhua	Xinhua	PROPN	2
2	reports	report	VERB	0
3	that	that	SCONJ	13
4	a	a	DET	6
5	wide	wide	ADJ	6
6	range	range	NOUN	13
7	of	of	ADP	10
8	Iraqi	iraqi	ADJ	10
9	political	political	ADJ	10
10	forces	force	NOUN	6
11	on	on	ADP	12
12	Tuesday	Tuesday	PROPN	13
13	condemned	condemn	VERB	2
14	Sharon	Sharon	PROPN	16
15	's	's	PART	14
16	murder	murder	NOUN	13
17	of	of	ADP	20
18	Sheikh	Sheikh	PROPN	20
19	Ahmed	Ahmed	PROPN	20
20	Yassin	Yassin	PROPN	16
21	,	,	PUNCT	20
22	a	a	DET	24
23	religious	religious	ADJ	24
24	leader	leader	NOUN	20
25	of	of	ADP	26
26	Hamas	Hamas	PROPN	24
27	,	,	PUNCT	16
28	the	the	DET	29
29	day	day	NOUN	16
30	before	before	ADV	29
31	.	.	PUNCT	2

# sentence-text: The Board of Muslim clerics in Fallujah, 50 km west of Baghdad, "condemned the assassination and promised immediate revenge against the coalition soldiers in Iraq."
1	The	the	DET	2
2	Board	board	NOUN	16
3	of	of	ADP	5
4	Muslim	muslim	ADJ	5
5	clerics	cleric	NOUN	2
6	in	in	ADP	7
7	Fallujah	Fallujah	PROPN	2
8	,	,	PUNCT	7
9	50	50	NUM	10
10	km	km	NOUN	11
11	west	west	ADV	7
12	of	of	ADP	13
13	Baghdad	Baghdad	PROPN	11
14	,	,	PUNCT	16
15	"	"	PUNCT	16
16	condemned	condemn	VERB	0
17	the	the	DET	18
18	assassination	assassination	NOUN	16
19	and	and	CONJ	16
20	promised	promise	VERB	16
21	immediate	immediate	ADJ	22
22	revenge	revenge	NOUN	20
23	against	against	ADP	26
24	the	the	DET	26
25	coalition	coalition	NOUN	26
26	soldiers	soldier	NOUN	22
27	in	in	ADP	28
28	Iraq	Iraq	PROPN	26
29	.	.	PUNCT	16
30	"	"	PUNCT	16

# sentence-text: Ash-Sharq al-Awsat reports that Fallujah was closed Tuesday in a general strike.
1	Ash	Ash	PROPN	6
2	-	-	PUNCT	6
3	Sharq	Sharq	PROPN	6
4	al	al	PROPN	6
5	-	-	PUNCT	6
6	Awsat	Awsat	PROPN	7
7	reports	report	VERB	0
8	that	that	SCONJ	11
9	Fallujah	Fallujah	PROPN	11
10	was	be	AUX	11
11	closed	close	VERB	7
12	Tuesday	Tuesday	PROPN	11
13	in	in	ADP	16
14	a	a	DET	16
15	general	general	ADJ	16
16	strike	strike	NOUN	11
17	.	.	PUNCT	7

# sentence-text: US troops there clashed with guerrillas in a fight that left one Iraqi dead.
1	US	US	PROPN	2
2	troops	troops	NOUN	4
3	there	there	ADV	2
4	clashed	clash	VERB	0
5	with	with	ADP	6
6	guerrillas	guerrilla	NOUN	4
7	in	in	ADP	9
8	a	a	DET	9
9	fight	fight	NOUN	4
10	that	that	PRON	11
11	left	leave	VERB	9
12	one	one	NUM	13
13	Iraqi	Iraqi	PROPN	11
14	dead	dead	ADJ	11
15	.	.	PUNCT	4

# sentence-text: In Ramadi, there was a big demonstration.
1	In	in	ADP	2
2	Ramadi	Ramadi	PROPN	5
3	,	,	PUNCT	5
4	there	there	PRON	5
5	was	be	VERB	0
6	a	a	DET	8
7	big	big	ADJ	8
8	demonstration	demonstration	NOUN	5
9	.	.	PUNCT	5

# sentence-text: Radical Shiite cleric Muqtada al-Sadr said the attack was "criminal" and that "the Zionists have left only one choice for the Arabs, that of fighting and jihad".
1	Radical	radical	ADJ	3
2	Shiite	shiite	ADJ	3
3	cleric	cleric	NOUN	7
4	Muqtada	Muqtada	PROPN	7
5	al	al	PROPN	7
6	-	-	PUNCT	7
7	Sadr	Sadr	PROPN	8
8	said	say	VERB	0
9	the	the	DET	10
10	attack	attack	NOUN	13
11	was	be	VERB	13
12	"	"	PUNCT	13
13	criminal	criminal	ADJ	8
14	"	"	PUNCT	13
15	and	and	CONJ	13
16	that	that	SCONJ	21
17	"	"	PUNCT	21
18	the	the	DET	19
19	Zionists	Zionists	PROPN	21
20	have	have	AUX	21
21	left	leave	VERB	13
22	only	only	ADV	24
23	one	one	NUM	24
24	choice	choice	NOUN	21
25	for	for	ADP	27
26	the	the	DET	27
27	Arabs	Arabs	PROPN	24
28	,	,	PUNCT	24
29	that	that	PRON	24
30	of	of	ADP	31
31	fighting	fighting	NOUN	29
32	and	and	CONJ	31
33	jihad	jihad	NOUN	31
34	"	"	PUNCT	21
35	.	.	PUNCT	8

# sentence-text: The interim Governing Council issued a communique saying, "It is a proof of the emptiness of the Israeli authority and a destruction of the peace endeavors in the region . . .
1	The	the	DET	4
2	interim	interim	ADJ	4
3	Governing	Governing	PROPN	4
4	Council	Council	PROPN	5
5	issued	issue	VERB	0
6	a	a	DET	7
7	communique	communique	NOUN	5
8	saying	say	VERB	7
9	,	,	PUNCT	8
10	"	"	PUNCT	8
11	It	it	PRON	14
12	is	be	VERB	14
13	a	a	DET	14
14	proof	proof	NOUN	8
15	of	of	ADP	17
16	the	the	DET	17
17	emptiness	emptiness	NOUN	14
18	of	of	ADP	21
19	the	the	DET	21
20	Israeli	israeli	ADJ	21
21	authority	authority	NOUN	17
22	and	and	CONJ	17
23	a	a	DET	24
24	destruction	destruction	NOUN	17
25	of	of	ADP	28
26	the	the	DET	28
27	peace	peace	NOUN	28
28	endeavors	endeavor	NOUN	24
29	in	in	ADP	31
30	the	the	DET	31
31	region	region	NOUN	28
32	.	.	PUNCT	5
33	.	.	PUNCT	5
34	.	.	PUNCT	5

